,date,approx_time,activity,details,name,location
36,2022-09-20,09:56:21,"tweeted: Members of Russia’s mercenary Wagner Group have reportedly been killed following an attack by Ukraine’s armed forces on a hotel where many were based in a town in the Russian-occupied Luhansk region.
#WagnerGroup #RussiaIsLosing #UkraineWar #UkraineRussiaWar️ #mercenaries https://t.co/vMnzJj9swI",1602253345217036288,Stephen07329389,UNKWN
37,2022-12-12,10:45:11,annotations: Jason Blazakis,1602253222307061760,YouTube,"San Bruno, CA"
38,2022-12-12,10:45:11,annotations: Russia,1602253222307061760,YouTube,"San Bruno, CA"
39,2022-12-12,10:45:11,annotations: Wagner Group,1602253222307061760,YouTube,"San Bruno, CA"
40,2022-12-12,10:45:11,annotations: Africa,1602253222307061760,YouTube,"San Bruno, CA"
41,2022-12-12,10:45:11,mentions: Jason_Blazakis,1602253222307061760,YouTube,"San Bruno, CA"
42,2022-12-12,10:45:11,links: http://ow.ly/3bkC50M0xyM,1602253222307061760,YouTube,"San Bruno, CA"
43,2022-12-12,10:45:11,links: https://twitter.com/ADFmagazine/status/1602253222307061760/photo/1,1602253222307061760,YouTube,"San Bruno, CA"
44,2007-11-13,21:43:46,tweeted: Jason Blazakis @Jason_Blazakis opines: #Russia's Wagner Group is more than mercenaries -- its violence across Africa prove it's a terrorist organization - https://t.co/sRcTzQHxpl https://t.co/MyZLbLXeq2,1602253222307061760,YouTube,"San Bruno, CA"
0,2022-12-12,10:44:36,annotations: Russia,1602253076286652416,Chief_Exec_com,United Kingdom
1,2022-12-12,10:44:36,annotations: Wagner,1602253076286652416,Chief_Exec_com,United Kingdom
2,2022-12-12,10:44:36,annotations: Luhansk,1602253076286652416,Chief_Exec_com,United Kingdom
3,2022-12-12,10:44:36,annotations: Ukraine,1602253076286652416,Chief_Exec_com,United Kingdom
4,2022-12-12,10:44:36,annotations: Serhiy Haidai,1602253076286652416,Chief_Exec_com,United Kingdom
5,2022-12-12,10:44:36,annotations: Kadiivka,1602253076286652416,Chief_Exec_com,United Kingdom
6,2022-12-12,10:44:36,annotations: Luhansk,1602253076286652416,Chief_Exec_com,United Kingdom
7,2022-12-12,10:44:36,links: https://www.bbc.com/news/world-europe-63933132,1602253076286652416,Chief_Exec_com,United Kingdom
8,2016-09-10,17:43:06,"tweeted: Ukrainian forces have struck a headquarters of Russia’s Wagner mercenary group, says the governor-in-exile of Luhansk in eastern Ukraine. Serhiy Haidai said a hotel where the group met in Kadiivka, Luhansk, had been hit with major losses. https://t.co/l80CHUsqEC",1602253076286652416,Chief_Exec_com,United Kingdom
9,2022-12-12,10:36:01,mentions: SciencesPo38,1602250914299101188,EU_UNGeneva,"Geneva, Switzerland"
10,2022-12-12,10:36:01,annotations: sador Thomas ,1602250914299101188,EU_UNGeneva,"Geneva, Switzerland"
11,2022-12-12,10:36:01,annotations: m our ,1602250914299101188,EU_UNGeneva,"Geneva, Switzerland"
12,2022-12-12,10:36:01,annotations: n ,1602250914299101188,EU_UNGeneva,"Geneva, Switzerland"
13,2022-12-12,10:36:01,links: https://twitter.com/EU_UNGeneva/status/1602250914299101188/photo/1,1602250914299101188,EU_UNGeneva,"Geneva, Switzerland"
14,2013-02-21,18:59:17,tweeted: We were delighted to welcome a student group🧑🏼‍🎓👩🏿‍🎓👨🏾‍🎓 from @SciencesPo38 on Friday - Ambassador Thomas Wagner shared with them our Geneva perspective on the EU 🇪🇺 as a multilateral player. Would you also like to visit our Delegation with your group? Don't hesitate to get in contact! https://t.co/pwBswoBMo8,1602250914299101188,EU_UNGeneva,"Geneva, Switzerland"
15,2022-12-12,10:35:09,annotations: Ukraine,1602250698481180673,SciencesPo38,Grenoble
16,2022-12-12,10:35:09,annotations: Wagner,1602250698481180673,SciencesPo38,Grenoble
17,2022-12-12,10:35:09,annotations: Ukraine,1602250698481180673,SciencesPo38,Grenoble
18,2022-12-12,10:35:09,annotations: Wagner,1602250698481180673,SciencesPo38,Grenoble
19,2022-12-12,10:35:09,links: https://tmblr.co/ZH0m4Rd3522E8m00,1602250698481180673,SciencesPo38,Grenoble
20,2011-10-10,19:06:15,"tweeted: Ukraine says it killed Wagner mercenaries, who are they? | Explainer News Ukraine says it killed Wagner mercenaries, who are they? | Explainer News Controversial armed group emerged from being a murky guns-for-hire enterprise to a public... https://t.co/apy0LN7C1Q",1602250698481180673,SciencesPo38,Grenoble
21,2022-12-12,10:33:02,annotations: Ukraine,1602250164575535104,TheTopBestGuide,UNKWN
22,2022-12-12,10:33:02,annotations: Russia,1602250164575535104,TheTopBestGuide,UNKWN
23,2022-12-12,10:33:02,annotations: Wagner,1602250164575535104,TheTopBestGuide,UNKWN
24,2022-12-12,10:33:02,annotations: Wagnergroup,1602250164575535104,TheTopBestGuide,UNKWN
25,2022-12-12,10:33:02,annotations: WagnerGroupHUNT,1602250164575535104,TheTopBestGuide,UNKWN
26,2022-12-12,10:33:02,links: https://www.voanews.com/a/latest-developments-in-ukraine-dec-11/6871311.html,1602250164575535104,TheTopBestGuide,UNKWN
27,2022-04-12,20:50:16,"tweeted: https://t.co/sN1NEgW5q2 5:05 p.m.: A senior official in eastern Ukraine said on Sunday that Ukrainian forces had attacked a hotel where members of Russia's private Wagner military group were based, killing many of them.

#Wagnergroup #WagnerGroupHUNT #grouphunt",1602250164575535104,TheTopBestGuide,UNKWN
28,2022-12-12,10:25:33,mentions: KyivIndependent,1602248283862470656,soundsafe007,Everywhere You Are 
29,2022-12-12,10:25:33,annotations: Wagner Group,1602248283862470656,soundsafe007,Everywhere You Are 
30,2022-12-12,10:25:33,annotations: ISIS,1602248283862470656,soundsafe007,Everywhere You Are 
31,2021-06-10,17:31:06,tweeted: @KyivIndependent Wagner Group is nothing but a bunch of terrorists! Treat each and everyone of them like ISIS members.. hunt them down and rid the world of these pigs.,1602248283862470656,soundsafe007,Everywhere You Are 
32,2022-12-12,10:24:36,annotations: Evgeny Prigozhin,1602248044522635266,Recherman1,UNKWN
33,2022-12-12,10:24:36,annotations: Novoshakhtinsk,1602248044522635266,Recherman1,UNKWN
34,2022-12-12,10:24:36,annotations: Wagner,1602248044522635266,Recherman1,UNKWN
35,2022-12-12,10:24:36,annotations: Nikolin,1602248044522635266,Recherman1,UNKWN
36,2022-11-22,01:49:01,"tweeted: 4/ Evgeny Prigozhin said he was ready to “take back to the front” the accused of shelling policemen in Novoshakhtinsk, and the leadership of the Wagner group does not disclaim responsibility for Nikolin’s actions",1602248044522635266,Recherman1,UNKWN
37,2022-12-12,10:20:50,mentions: Phalaphalafm,1602247093514637316,KyivIndependent,Kyiv
38,2021-11-21,22:30:41,"tweeted: @phalaphalafm Zwi nyitelaho mafhungo ndi haya a ramafhungo Daniel Stewart ane ari Ukraine authorities vhari ndi vhone vho itaho thaselo musanda wa Wagner Group ngei doroboni ya Kadiivka, Wagner Group mune wayo u na vhuledzani na president wa Russia vho Vladimir Putin

Cosmo City",1602247093514637316,KyivIndependent,Kyiv
39,2022-12-12,10:20:49,mentions: mpho_rathando,1602247093229584385,CyberRealms1,Planet Earth
40,2021-11-15,08:15:24,"tweeted: @mpho_rathando Zwi nyitelaho mafhungo ndi haya a ramafhungo Daniel Stewart ane ari Ukraine authorities vhari ndi vhone vho itaho thaselo musanda wa Wagner Group ngei doroboni ya Kadiivka, Wagner Group mune wayo u na vhuledzani na president wa Russia vho Vladimir Putin
Cosmo City",1602247093229584385,CyberRealms1,Planet Earth
41,2022-12-12,10:14:12,mentions: FRANCE24,1602245424076685312,RamashiaMashudu,"Parow, South Africa"
42,2022-12-12,10:14:12,annotations: Ukraine,1602245424076685312,RamashiaMashudu,"Parow, South Africa"
43,2022-12-12,10:14:12,annotations: Wagner,1602245424076685312,RamashiaMashudu,"Parow, South Africa"
44,2022-12-12,10:14:12,links: https://f24.my/96kV.T,1602245424076685312,RamashiaMashudu,"Parow, South Africa"
45,2021-08-09,14:03:48,"tweeted: Live: Ukraine claims strike on Wagner group HQ, says ‘huge number’ of Russian mercenaries killed https://t.co/xOAY8rglZD via @FRANCE24",1602245424076685312,RamashiaMashudu,"Parow, South Africa"
46,2022-12-12,10:05:06,links: https://www.reuters.com/world/europe/ukraine-regional-official-says-strike-hits-wagner-group-headquarters-2022-12-11/,1602243136683663360,Phalaphalafm,South Africa 
47,2011-05-07,20:25:19,tweeted: https://t.co/JjP7CLOJt3,1602243136683663360,Phalaphalafm,South Africa 
