,Unnamed: 0,date,approx_time,activity,details,name,location,0,1,2,3,4,5
141,32,2022-03-13,11:31:00,tweeted: I would like to fight for Russia in Ukraine. I ask the Wagner group to give me the opportunity to fight for Russia.,1.6022624219886428e+18,ocholagragory,UNKWN,,,,,,
142,33,2022-12-12,11:20:37,annotations: Wagner Group,1.6022621397457347e+18,HerryNapit,Indonesia,,,,,,
143,34,2022-12-12,11:20:37,annotations: Putin,1.6022621397457347e+18,HerryNapit,Indonesia,,,,,,
144,35,2022-12-12,11:20:37,annotations: Bakhmut,1.6022621397457347e+18,HerryNapit,Indonesia,,,,,,
145,36,2022-12-12,11:20:37,annotations: Donetsk,1.6022621397457347e+18,HerryNapit,Indonesia,,,,,,
146,37,2022-12-12,11:20:37,annotations: Ukraine,1.6022621397457347e+18,HerryNapit,Indonesia,,,,,,
147,38,2022-12-12,11:20:37,annotations: Prigozhin,1.6022621397457347e+18,HerryNapit,Indonesia,,,,,,
148,39,2022-12-12,11:20:37,annotations: Kremlin,1.6022621397457347e+18,HerryNapit,Indonesia,,,,,,
149,40,2022-12-12,11:20:37,annotations: Russia,1.6022621397457347e+18,HerryNapit,Indonesia,,,,,,
150,41,2022-12-12,11:20:37,annotations: Wagner,1.6022621397457347e+18,HerryNapit,Indonesia,,,,,,
151,42,2022-12-12,11:20:37,annotations: UkraineWar,1.6022621397457347e+18,HerryNapit,Indonesia,,,,,,
152,43,2022-12-12,11:20:37,links: https://twitter.com/HerryNapit/status/1602262139745734656/photo/1,1.6022621397457347e+18,HerryNapit,Indonesia,,,,,,
153,44,2020-01-13,02:40:35,"tweeted: Wagner Group is doing Putin’s dirty work in Bakhmut, Donetsk region, Ukraine. Its leader Prigozhin is trying to make a political gain, showing the Kremlin, Russia, that Wagner is the only Russian force that could counter the Ukrainians #Ukraine🇺🇦#UkraineWar #UkraineRussiaWar️ https://t.co/2zw4t3jg97",1.6022621397457347e+18,HerryNapit,Indonesia,,,,,,
154,45,2022-12-12,11:20:22,links: https://twitter.com/peripolemou/status/1602262079326535680/photo/1,1.6022620793265357e+18,peripolemou,UNKWN,,,,,,
155,46,2022-03-13,12:51:15,"tweeted: Η μελλοντική μας διατροφή . Αυτην μας ετοιμαζει ο Κλαους Σουαμπ και οι ομοιοι του.

 #russia_ukraine_war #usa #NATO #Wagner_group_pmc https://t.co/TzB2ia678g",1.6022620793265357e+18,peripolemou,UNKWN,,,,,,
156,47,2022-12-12,11:19:53,annotations: Ukraine,1.602261957100421e+18,waranalysts,UNKWN,,,,,,
157,48,2022-12-12,11:19:53,annotations: Wagner,1.602261957100421e+18,waranalysts,UNKWN,,,,,,
158,49,2022-12-12,11:19:53,annotations: The Jerusalem Post,1.602261957100421e+18,waranalysts,UNKWN,,,,,,
159,50,2022-12-12,11:19:53,links: https://ift.tt/BQFjrLy,1.602261957100421e+18,waranalysts,UNKWN,,,,,,
160,51,2009-12-02,14:44:38,tweeted: Ukraine regional official says strike hits Wagner group headquarters - The Jerusalem Post https://t.co/Q1Wumvubm1,1.602261957100421e+18,waranalysts,UNKWN,,,,,,
161,52,2022-12-12,11:18:09,mentions: S_Ibrahimkhil,1.6022615177092137e+18,underjoyed,"Frankfurt am Main, Deutschland",,,,,,
162,53,2022-12-12,11:18:09,annotations: Wagner Group,1.6022615177092137e+18,underjoyed,"Frankfurt am Main, Deutschland",,,,,,
163,54,2009-01-07,16:45:07,"tweeted: @S_Ibrahimkhil Disclaimer: Wagner Group can mean a lot of things in this particular case. It is with high probability predictable that most of the people who were killed are ""undesirables"" who are faced with instant death if they decide not to fight. And ""undesirables"" in 🇷🇺 is a broad term.",1.6022615177092137e+18,underjoyed,"Frankfurt am Main, Deutschland",,,,,,
164,55,2022-12-12,11:17:35,annotations: Ukraine,1.6022613785044582e+18,S_Ibrahimkhil,"Essen, Deutschland",,,,,,
165,56,2022-12-12,11:17:35,annotations: Wagner,1.6022613785044582e+18,S_Ibrahimkhil,"Essen, Deutschland",,,,,,
166,57,2022-12-12,11:17:35,annotations: Luhansk,1.6022613785044582e+18,S_Ibrahimkhil,"Essen, Deutschland",,,,,,
167,58,2022-12-12,11:17:35,annotations: Serhij Hajdaj,1.6022613785044582e+18,S_Ibrahimkhil,"Essen, Deutschland",,,,,,
168,59,2022-12-12,11:17:35,annotations: Kyiv Independent,1.6022613785044582e+18,S_Ibrahimkhil,"Essen, Deutschland",,,,,,
169,60,2019-06-27,02:58:25,"tweeted: #Ukraine Ukrainian forces have attacked the headquarters of the Wagner group in Luhansk.
According to the region's governor, Serhij Hajdaj, several people have been killed.
- It is about enormous losses, he tells the Kyiv Independent.",1.6022613785044582e+18,S_Ibrahimkhil,"Essen, Deutschland",,,,,,
170,0,2022-12-12,11:16:09,annotations: Luhansk,1.602261018159317e+18,DTMsport,Geographically Unstable,,,,,,
171,1,2022-12-12,11:16:09,annotations: Russia,1.602261018159317e+18,DTMsport,Geographically Unstable,,,,,,
172,2,2022-12-12,11:16:09,annotations: Wagner,1.602261018159317e+18,DTMsport,Geographically Unstable,,,,,,
173,3,2022-12-12,11:16:09,links: https://www.telegraph.co.uk/world-news/2022/12/11/ukraine-russia-war-news-putin-nuclear-iran-drones-latest/,1.602261018159317e+18,DTMsport,Geographically Unstable,,,,,,
174,4,2011-11-08,15:40:01,"tweeted: The Luhansk headquarters of Russia's notorious Wagner mercenary group has been struck, causing significant losses, according to a Ukrainian official.
 https://t.co/wE0wYUYhvm",1.602261018159317e+18,DTMsport,Geographically Unstable,,,,,,
175,5,2022-12-12,11:15:36,annotations: Ukraine,1.6022608759640228e+18,ievrenofficial,India,,,,,,
176,6,2022-12-12,11:15:36,annotations: Wagner,1.6022608759640228e+18,ievrenofficial,India,,,,,,
177,7,2022-12-12,11:15:36,links: https://ievren.org/europe/live-blog-ukraine-strike-hits-wagner-group-headquarters-official/,1.6022608759640228e+18,ievrenofficial,India,,,,,,
178,8,2022-04-11,16:49:54,tweeted: Live blog: Ukraine strike hits Wagner group headquarters – official https://t.co/8Pt2SCPwnV,1.6022608759640228e+18,ievrenofficial,India,,,,,,
179,9,2022-12-12,11:15:28,mentions: VeraIrisZ,1.602260844204757e+18,JoleJoc19195339,UNKWN,,,,,,
180,10,2022-12-12,11:15:28,mentions: genesis_rrn,1.602260844204757e+18,JoleJoc19195339,UNKWN,,,,,,
181,11,2022-12-12,11:15:28,mentions: Giyu_007,1.602260844204757e+18,JoleJoc19195339,UNKWN,,,,,,
182,12,2022-12-12,11:15:28,mentions: AZgeopolitics,1.602260844204757e+18,JoleJoc19195339,UNKWN,,,,,,
183,13,2021-10-07,08:33:41,"tweeted: @VeraIrisZ @genesis_rrn @Giyu_007 @AZgeopolitics A svakako cu uvek pre podrzavati Putina, Rusku vojsku pa cak i Wagner, jer su svakako bolji od Americke vojske, NATO-a,  CIA, Erik Prince-a i njihovih placenih ubica Academi ili ti Blackwater, Greystone i Mozart Group. Pljackasi i masovne ubice.",1.602260844204757e+18,JoleJoc19195339,UNKWN,,,,,,
184,14,2022-12-12,11:14:55,annotations: Ukraine,1.6022607076465746e+18,VeraIrisZ,UNKWN,,,,,,
185,15,2022-12-12,11:14:55,annotations: Wagner,1.6022607076465746e+18,VeraIrisZ,UNKWN,,,,,,
186,16,2022-12-12,11:14:55,links: https://www.jpost.com/international/article-724629,1.6022607076465746e+18,VeraIrisZ,UNKWN,,,,,,
187,17,2015-05-23,22:36:41,"tweeted: Ukraine regional official says strike hits Wagner group headquarters

 https://t.co/gOJ2ee4dbl",1.6022607076465746e+18,VeraIrisZ,UNKWN,,,,,,
188,18,2022-12-12,11:11:40,annotations: LCD,1.602259889778221e+18,genesis_rrn,UNKWN,,,,,,
189,19,2022-12-12,11:11:40,annotations: Mozart Group,1.602259889778221e+18,genesis_rrn,UNKWN,,,,,,
190,20,2022-12-12,11:11:40,annotations: Stravinsky,1.602259889778221e+18,genesis_rrn,UNKWN,,,,,,
191,21,2022-12-12,11:11:40,annotations: Mahler,1.602259889778221e+18,genesis_rrn,UNKWN,,,,,,
192,22,2022-12-12,11:11:40,annotations: Wagner,1.602259889778221e+18,genesis_rrn,UNKWN,,,,,,
193,23,2022-12-12,11:11:40,links: https://twitter.com/ivan_8848/status/1602259889778221056/video/1,1.602259889778221e+18,genesis_rrn,UNKWN,,,,,,
194,24,2021-05-23,18:50:14,"tweeted: I can't stand LCD marketing, for reals man 'Mozart Group', I know it's been said before by others, but still. How uncreative can you get?

Why not Stravinsky group, or Mahler group or anything relevant to the 19th century to mirror this Wagner stuff. https://t.co/A2XFcoEn36",1.602259889778221e+18,genesis_rrn,UNKWN,,,,,,
195,25,2022-12-12,11:09:45,mentions: savunmaisleri,1.6022594039856333e+18,Giyu_007,Bharat,,,,,,
196,26,2022-12-12,11:09:45,annotations: Ukraine,1.6022594039856333e+18,Giyu_007,Bharat,,,,,,
197,27,2022-12-12,11:09:45,annotations: Russia,1.6022594039856333e+18,Giyu_007,Bharat,,,,,,
198,28,2022-12-12,11:09:45,annotations: Wagner,1.6022594039856333e+18,Giyu_007,Bharat,,,,,,
199,29,2022-12-12,11:09:45,annotations: Ukraine,1.6022594039856333e+18,Giyu_007,Bharat,,,,,,
200,30,2022-12-12,11:09:45,annotations: Luhansk,1.6022594039856333e+18,Giyu_007,Bharat,,,,,,
201,31,2022-12-12,11:09:45,links: https://twitter.com/metesohtaoglu/status/1602259403985633283/video/1,1.6022594039856333e+18,Giyu_007,Bharat,,,,,,
202,32,2022-07-08,21:12:37,"tweeted: 📹 #Ukraine- Ukrainian forces have struck a headquarters of Russia’s Wagner mercenary group in eastern Ukraine, Luhansk with HIMARS system.
📹 @savunmaisleri https://t.co/JslyACWPo4",1.6022594039856333e+18,Giyu_007,Bharat,,,,,,
203,33,2022-12-12,11:09:16,mentions: DMB12445,1.6022592819145974e+18,AZgeopolitics,Eastern Roman Empire,,,,,,
204,34,2022-12-12,11:09:16,annotations: Wagner,1.6022592819145974e+18,AZgeopolitics,Eastern Roman Empire,,,,,,
205,35,2022-12-12,11:09:16,annotations: Nazi,1.6022592819145974e+18,AZgeopolitics,Eastern Roman Empire,,,,,,
206,36,2020-10-02,15:56:38,tweeted: @DMB12445 The building was being used by Wagner who are a Neo - Nazi mercenary group,1.6022592819145974e+18,AZgeopolitics,Eastern Roman Empire,,,,,,
207,37,2022-12-12,11:07:03,links: http://dlvr.it/SfDM8t,1.602258725917819e+18,ivan_8848,UNKWN,,,,,,
208,38,2016-08-16,17:21:25,"tweeted: بن هودجز يوضح لـCNN ما يعنيه تفجير مقر مجموعة ""فاغنر"" الروسية في أوكرانيا https://t.co/sUoyHx0anO",1.602258725917819e+18,ivan_8848,UNKWN,,,,,,
209,39,2022-12-12,11:06:51,links: https://newsfet.com/ukraine-%ce%b2%ce%bf%ce%bc%ce%b2%ce%b1%cf%81%ce%b4%ce%b9%cf%83%cf%84%ce%ad%cf%82-hotels-with-members-of-the-wagner-group/,1.6022586752714383e+18,metesohtaoglu,Istanbul - Turkiye,,,,,,
210,40,2009-06-11,17:46:21,tweeted: Ukraine: βομβαρδιστές hotels with members of the Wagner Group https://t.co/JYMYcYtXoy,1.6022586752714383e+18,metesohtaoglu,Istanbul - Turkiye,,,,,,
211,41,2022-12-12,11:05:19,annotations: Ukraine,1.6022582909304996e+18,savunmaisleri,"İstanbul, Türkiye",,,,,,
212,42,2022-12-12,11:05:19,annotations: Wagner,1.6022582909304996e+18,savunmaisleri,"İstanbul, Türkiye",,,,,,
213,43,2014-12-08,10:42:22,"tweeted: Ukraine says it killed Wagner mercenaries, who are they? Controversial armed group emerged from being a murky guns-for-hire enterprise to a public extension of the Russian army.",1.6022582909304996e+18,savunmaisleri,"İstanbul, Türkiye",,,,,,
214,0,2022-12-12,10:55:34,links: https://workme.online/2022/12/12/ukraine-says-it-killed-wagner-mercenaries-who-are-they-explainer-news/,1.60225583528294e+18,SufiWorker,UNKWN,,,,,,
215,1,2022-12-12,10:55:34,annotations: Wagner Group,1.60225583528294e+18,SufiWorker,UNKWN,,,,,,
216,2,2022-10-09,10:12:39,"tweeted: Controversial armed group emerged from being a murky guns-for-hire enterprise to a public extension of the Russian military.The controversial private military company Wagner Group is in the news againas Ukrainian authorities say a number of its # # # #

https://t.co/kIlNy5JEXq",1.60225583528294e+18,SufiWorker,UNKWN,,,,,,
217,3,2022-12-12,10:51:41,mentions: SamRamani2,1.6022548601033196e+18,tommy_nn,"Tokyo, JAPAN",,,,,,
218,4,2022-12-12,10:51:41,annotations: Wagner Group,1.6022548601033196e+18,tommy_nn,"Tokyo, JAPAN",,,,,,
219,5,2010-01-15,21:51:50,tweeted: @SamRamani2 Merry HIMARS to Wagner Group!,1.6022548601033196e+18,tommy_nn,"Tokyo, JAPAN",,,,,,
220,6,2022-12-12,10:51:25,mentions: YouTube,1.6022547904273981e+18,SamRamani2,"Oxford, England",,,,,,
221,7,2022-12-12,10:51:25,links: https://youtu.be/QsrqH-4ZIAg,1.6022547904273981e+18,SamRamani2,"Oxford, England",,,,,,
222,8,2022-12-12,10:51:25,annotations: Wagner Group,1.6022547904273981e+18,SamRamani2,"Oxford, England",,,,,,
223,9,2022-12-12,10:51:25,annotations: Ukraine,1.6022547904273981e+18,SamRamani2,"Oxford, England",,,,,,
224,10,2013-10-12,23:22:53,tweeted: See aftermath of explosion at Wagner Group's purported base in Ukraine https://t.co/CbVLo53KZQ via @YouTube,1.6022547904273981e+18,SamRamani2,"Oxford, England",,,,,,
225,11,2022-12-12,10:46:34,links: https://youtu.be/TBVcTgM-l24,1.6022535695241134e+18,Stephen07329389,UNKWN,,,,,,
226,12,2022-12-12,10:46:34,annotations: Wagner,1.6022535695241134e+18,Stephen07329389,UNKWN,,,,,,
227,13,2022-12-12,10:46:34,annotations: Ukraine,1.6022535695241134e+18,Stephen07329389,UNKWN,,,,,,
228,14,2022-12-12,10:46:34,annotations: MSM,1.6022535695241134e+18,Stephen07329389,UNKWN,,,,,,
229,15,2022-09-20,09:56:21,"tweeted: https://t.co/bdmnm7BpwI

Wagner group or Ukraine shoulders hit I don’t know…. All I know is that the MSM is full of shit and let alone taking it with a grain of salt I wouldn’t buy their garbage at all… see ya when the war ends… that will say which side stands where",1.6022535695241134e+18,Stephen07329389,UNKWN,,,,,,
230,16,2022-12-12,10:45:40,links: https://twitter.com/khabarwala8/status/1602253345217036288/photo/1,1.6022533452170363e+18,YouTube,"San Bruno, CA",,,,,,
231,17,2022-12-12,10:45:40,links: https://twitter.com/khabarwala8/status/1602253345217036288/photo/1,1.6022533452170363e+18,YouTube,"San Bruno, CA",,,,,,
232,18,2022-12-12,10:45:40,annotations: Russia,1.6022533452170363e+18,YouTube,"San Bruno, CA",,,,,,
233,19,2022-12-12,10:45:40,annotations: Wagner Group,1.6022533452170363e+18,YouTube,"San Bruno, CA",,,,,,
234,20,2022-12-12,10:45:40,annotations: Ukraine,1.6022533452170363e+18,YouTube,"San Bruno, CA",,,,,,
235,21,2022-12-12,10:45:40,annotations: Luhansk,1.6022533452170363e+18,YouTube,"San Bruno, CA",,,,,,
236,22,2022-12-12,10:45:40,annotations: WagnerGroup,1.6022533452170363e+18,YouTube,"San Bruno, CA",,,,,,
237,23,2022-12-12,10:45:40,annotations: RussiaIsLosing,1.6022533452170363e+18,YouTube,"San Bruno, CA",,,,,,
238,24,2022-12-12,10:45:40,annotations: UkraineWar,1.6022533452170363e+18,YouTube,"San Bruno, CA",,,,,,
239,25,2007-11-13,21:43:46,"tweeted: Members of Russia’s mercenary Wagner Group have reportedly been killed following an attack by Ukraine’s armed forces on a hotel where many were based in a town in the Russian-occupied Luhansk region.
#WagnerGroup #RussiaIsLosing #UkraineWar #UkraineRussiaWar️ #mercenaries https://t.co/vMnzJj9swI",1.6022533452170363e+18,YouTube,"San Bruno, CA",,,,,,
240,26,2022-12-12,10:45:11,mentions: Jason_Blazakis,1.6022532223070618e+18,sagaermajithia,United Kingdom,,,,,,
241,27,2022-12-12,10:45:11,links: http://ow.ly/3bkC50M0xyM,1.6022532223070618e+18,sagaermajithia,United Kingdom,,,,,,
242,28,2022-12-12,10:45:11,links: https://twitter.com/ADFmagazine/status/1602253222307061760/photo/1,1.6022532223070618e+18,sagaermajithia,United Kingdom,,,,,,
243,29,2022-12-12,10:45:11,annotations: Jason Blazakis,1.6022532223070618e+18,sagaermajithia,United Kingdom,,,,,,
244,30,2022-12-12,10:45:11,annotations: Russia,1.6022532223070618e+18,sagaermajithia,United Kingdom,,,,,,
245,31,2022-12-12,10:45:11,annotations: Wagner Group,1.6022532223070618e+18,sagaermajithia,United Kingdom,,,,,,
246,32,2022-12-12,10:45:11,annotations: Africa,1.6022532223070618e+18,sagaermajithia,United Kingdom,,,,,,
247,33,2022-02-06,22:44:53,tweeted: Jason Blazakis @Jason_Blazakis opines: #Russia's Wagner Group is more than mercenaries -- its violence across Africa prove it's a terrorist organization - https://t.co/sRcTzQHxpl https://t.co/MyZLbLXeq2,1.6022532223070618e+18,sagaermajithia,United Kingdom,,,,,,
248,34,2022-12-12,10:44:36,links: https://www.bbc.com/news/world-europe-63933132,1.6022530762866524e+18,khabarwala8,Earth ,,,,,,
249,35,2022-12-12,10:44:36,annotations: Russia,1.6022530762866524e+18,khabarwala8,Earth ,,,,,,
250,36,2022-12-12,10:44:36,annotations: Wagner,1.6022530762866524e+18,khabarwala8,Earth ,,,,,,
251,37,2022-12-12,10:44:36,annotations: Luhansk,1.6022530762866524e+18,khabarwala8,Earth ,,,,,,
252,38,2022-12-12,10:44:36,annotations: Ukraine,1.6022530762866524e+18,khabarwala8,Earth ,,,,,,
253,39,2022-12-12,10:44:36,annotations: Serhiy Haidai,1.6022530762866524e+18,khabarwala8,Earth ,,,,,,
254,40,2022-12-12,10:44:36,annotations: Kadiivka,1.6022530762866524e+18,khabarwala8,Earth ,,,,,,
255,41,2022-12-12,10:44:36,annotations: Luhansk,1.6022530762866524e+18,khabarwala8,Earth ,,,,,,
256,42,2022-06-13,11:21:01,"tweeted: Ukrainian forces have struck a headquarters of Russia’s Wagner mercenary group, says the governor-in-exile of Luhansk in eastern Ukraine. Serhiy Haidai said a hotel where the group met in Kadiivka, Luhansk, had been hit with major losses. https://t.co/l80CHUsqEC",1.6022530762866524e+18,khabarwala8,Earth ,,,,,,
257,43,2022-12-12,10:36:01,mentions: SciencesPo38,1.6022509142991012e+18,ADFmagazine,Africa,,,,,,
258,44,2022-12-12,10:36:01,links: https://twitter.com/EU_UNGeneva/status/1602250914299101188/photo/1,1.6022509142991012e+18,ADFmagazine,Africa,,,,,,
259,45,2022-12-12,10:36:01,annotations: sador Thomas ,1.6022509142991012e+18,ADFmagazine,Africa,,,,,,
260,46,2022-12-12,10:36:01,annotations: m our ,1.6022509142991012e+18,ADFmagazine,Africa,,,,,,
261,47,2022-12-12,10:36:01,annotations: n ,1.6022509142991012e+18,ADFmagazine,Africa,,,,,,
262,48,2015-08-04,09:19:35,tweeted: We were delighted to welcome a student group🧑🏼‍🎓👩🏿‍🎓👨🏾‍🎓 from @SciencesPo38 on Friday - Ambassador Thomas Wagner shared with them our Geneva perspective on the EU 🇪🇺 as a multilateral player. Would you also like to visit our Delegation with your group? Don't hesitate to get in contact! https://t.co/pwBswoBMo8,1.6022509142991012e+18,ADFmagazine,Africa,,,,,,
263,49,2022-12-12,10:35:09,links: https://tmblr.co/ZH0m4Rd3522E8m00,1.6022506984811807e+18,Jason_Blazakis,"Washington, DC",,,,,,
264,50,2022-12-12,10:35:09,annotations: Ukraine,1.6022506984811807e+18,Jason_Blazakis,"Washington, DC",,,,,,
265,51,2022-12-12,10:35:09,annotations: Wagner,1.6022506984811807e+18,Jason_Blazakis,"Washington, DC",,,,,,
266,52,2022-12-12,10:35:09,annotations: Ukraine,1.6022506984811807e+18,Jason_Blazakis,"Washington, DC",,,,,,
267,53,2022-12-12,10:35:09,annotations: Wagner,1.6022506984811807e+18,Jason_Blazakis,"Washington, DC",,,,,,
268,54,2017-02-09,23:27:41,"tweeted: Ukraine says it killed Wagner mercenaries, who are they? | Explainer News Ukraine says it killed Wagner mercenaries, who are they? | Explainer News Controversial armed group emerged from being a murky guns-for-hire enterprise to a public... https://t.co/apy0LN7C1Q",1.6022506984811807e+18,Jason_Blazakis,"Washington, DC",,,,,,
269,55,2022-12-12,10:33:02,links: https://www.voanews.com/a/latest-developments-in-ukraine-dec-11/6871311.html,1.602250164575535e+18,Chief_Exec_com,United Kingdom,,,,,,
270,56,2022-12-12,10:33:02,annotations: Ukraine,1.602250164575535e+18,Chief_Exec_com,United Kingdom,,,,,,
271,57,2022-12-12,10:33:02,annotations: Russia,1.602250164575535e+18,Chief_Exec_com,United Kingdom,,,,,,
272,58,2022-12-12,10:33:02,annotations: Wagner,1.602250164575535e+18,Chief_Exec_com,United Kingdom,,,,,,
273,59,2022-12-12,10:33:02,annotations: Wagnergroup,1.602250164575535e+18,Chief_Exec_com,United Kingdom,,,,,,
274,60,2022-12-12,10:33:02,annotations: WagnerGroupHUNT,1.602250164575535e+18,Chief_Exec_com,United Kingdom,,,,,,
275,61,2016-09-10,17:43:06,"tweeted: https://t.co/sN1NEgW5q2 5:05 p.m.: A senior official in eastern Ukraine said on Sunday that Ukrainian forces had attacked a hotel where members of Russia's private Wagner military group were based, killing many of them.

#Wagnergroup #WagnerGroupHUNT #grouphunt",1.602250164575535e+18,Chief_Exec_com,United Kingdom,,,,,,
0,0,2022-12-12,11:43:23,annotations: Ukraine,1.6022678678310502e+18,lifestylepro6,Pakistan,,,,,,
1,1,2022-12-12,11:43:23,annotations: Lemekhani Nyirenda,1.6022678678310502e+18,lifestylepro6,Pakistan,,,,,,
2,2,2022-12-12,11:43:23,annotations: Russia,1.6022678678310502e+18,lifestylepro6,Pakistan,,,,,,
3,3,2022-12-12,11:43:23,links: https://news.bringlifestyle.com/ukraine-war-lemekhani-nyirenda-was-recruited-by-russias-mercenary-group-wagner/,1.6022678678310502e+18,lifestylepro6,Pakistan,,,,,,
4,4,2022-03-08,06:10:28,tweeted: Ukraine war: Lemekhani Nyirenda was recruited by Russia’s mercenary group Wagner https://t.co/NcsMl3f25b,1.6022678678310502e+18,lifestylepro6,Pakistan,,,,,,
5,5,2022-12-12,11:42:37,annotations: Wagner Group,1.6022676763149312e+18,SuzannePaganFG,UNKWN,,,,,,
6,6,2022-12-12,11:42:37,annotations: Vladimir Putin,1.6022676763149312e+18,SuzannePaganFG,UNKWN,,,,,,
7,7,2022-12-12,11:42:37,annotations: Wagner,1.6022676763149312e+18,SuzannePaganFG,UNKWN,,,,,,
8,8,2022-12-12,11:42:37,annotations: Ukraine,1.6022676763149312e+18,SuzannePaganFG,UNKWN,,,,,,
9,9,2017-10-01,17:18:13,"tweeted: private military force, the ""Wagner Group,"" a state-sanctioned group founded by an Ally of President Vladimir Putin.

Wagner soldiers, widely seen as mercenaries, are fighting alongside the regular Russian army in Ukraine, particularly in the east of the country, where fighting",1.6022676763149312e+18,SuzannePaganFG,UNKWN,,,,,,
10,10,2022-12-12,11:42:35,annotations: Luhansk,1.602267667469144e+18,mariataylor6581,Canterbury,,,,,,
11,11,2022-12-12,11:42:35,annotations: Wagner,1.602267667469144e+18,mariataylor6581,Canterbury,,,,,,
12,12,2022-12-12,11:42:35,annotations: Ukraine,1.602267667469144e+18,mariataylor6581,Canterbury,,,,,,
13,13,2022-12-12,11:42:35,annotations: Belgrade,1.602267667469144e+18,mariataylor6581,Canterbury,,,,,,
14,14,2022-12-12,11:42:35,annotations: Serbia,1.602267667469144e+18,mariataylor6581,Canterbury,,,,,,
15,15,2022-12-12,11:42:35,annotations: Wagner,1.602267667469144e+18,mariataylor6581,Canterbury,,,,,,
16,16,2015-12-22,08:38:18,"tweeted: Russian mercenaries suffered 'very significant' losses in Luhansk, official says
A mural praises the Russian Wagner group and its mercenaries fighting in Ukraine on March 30, 2022 in Belgrade, Serbia.
A mural praises the Russian Wagner group and its mercenaries fighting",1.602267667469144e+18,mariataylor6581,Canterbury,,,,,,
17,17,2022-12-12,11:42:08,links: https://twitter.com/mariataylor6581/status/1602267553866584064/photo/1,1.602267553866584e+18,AbuuZah,Global Citizen,,,,,,
18,18,2011-10-04,19:27:51,tweeted: Ukraine war: Lemekhani Nyirenda was recruited by Russia's mercenary group Wagner https://t.co/5PcIql4Xfy,1.602267553866584e+18,AbuuZah,Global Citizen,,,,,,
19,19,2022-12-12,11:41:56,annotations: FBI,1.6022675042603827e+18,SamRamani2,"Oxford, England",,,,,,
20,20,2022-12-12,11:41:56,annotations: Wagner Group,1.6022675042603827e+18,SamRamani2,"Oxford, England",,,,,,
21,21,2022-12-12,11:41:56,annotations: Ukraine,1.6022675042603827e+18,SamRamani2,"Oxford, England",,,,,,
22,22,2022-12-12,11:41:56,annotations: Wagner Group,1.6022675042603827e+18,SamRamani2,"Oxford, England",,,,,,
23,23,2022-12-12,11:41:56,annotations: Kamakaze,1.6022675042603827e+18,SamRamani2,"Oxford, England",,,,,,
24,24,2022-12-12,11:41:56,mentions: SamRamani2,1.6022675042603827e+18,SamRamani2,"Oxford, England",,,,,,
25,25,2013-10-12,23:22:53,"tweeted: @SamRamani2 Last week, the FBI declared Wagner Group most wanted, today Ukraine strike the Wagner Group, surely they were given instructions and coordinates to strike, they must be prepared for Kamakaze",1.6022675042603827e+18,SamRamani2,"Oxford, England",,,,,,
26,26,2022-12-12,11:41:22,links: https://tubelive.page.link/E5xP25WwLrJ45YCJ9,1.6022673613690102e+18,cnnnewsukraine,UNKWN,,,,,,
27,27,2014-10-19,22:38:50,"tweeted: Clarissa Ward breaks down Wagner Group head’s warning to US
##UK ##SlavaUkraini ##QatarWorldCup2022 ##UkraineRussianWar # ##USA
https://t.co/7ZeFtnvDF5",1.6022673613690102e+18,cnnnewsukraine,UNKWN,,,,,,
28,28,2022-12-12,11:40:05,annotations: Kadiivka,1.602267040458457e+18,robdn,"London, England",,,,,,
29,29,2022-12-12,11:40:05,annotations: Luhansk region,1.602267040458457e+18,robdn,"London, England",,,,,,
30,30,2022-12-12,11:40:05,annotations: Russia,1.602267040458457e+18,robdn,"London, England",,,,,,
31,31,2022-12-12,11:40:05,annotations: Wagner,1.602267040458457e+18,robdn,"London, England",,,,,,
32,32,2022-12-12,11:40:05,links: https://www.msn.com/en-gb/news/world/live-ukraine-claims-strike-on-wagner-group-hq-says-huge-number-of-russian-mercenaries-killed/ar-AA15apGM?ocid=msedgntp&cvid=b331302f783248eaada10ece5fe04a0e,1.602267040458457e+18,robdn,"London, England",,,,,,
33,33,2009-07-11,13:39:50,"tweeted: Ukrainian official claimed Sunday: forces attacked a hotel in the city of Kadiivka in the occupied Luhansk region, where Russia’s private Wagner military are based, allegedly killing ‘a huge number’ of them. [report not confirmed independently].  https://t.co/A8jcIpuCjU",1.602267040458457e+18,robdn,"London, England",,,,,,
34,34,2022-12-12,11:38:08,annotations: Ukraine,1.6022665501650862e+18,DeborahLago5,UNKWN,,,,,,
35,35,2022-12-12,11:38:08,annotations: Putin,1.6022665501650862e+18,DeborahLago5,UNKWN,,,,,,
36,36,2022-12-12,11:38:08,annotations: Wagner HQ,1.6022665501650862e+18,DeborahLago5,UNKWN,,,,,,
37,37,2022-12-12,11:38:08,annotations: Wagner Group,1.6022665501650862e+18,DeborahLago5,UNKWN,,,,,,
38,38,2022-12-12,11:38:08,annotations: Ukraine,1.6022665501650862e+18,DeborahLago5,UNKWN,,,,,,
39,39,2022-12-12,11:38:08,links: https://www.msn.com/en-us/news/world/ukraine-news-live-many-killed-in-strike-on-putin-s-private-wagner-hq-in-eastern-battle/ar-AA15a7HU?cvid=06a3f7fc923a4d32ae5a2f91eb5360bd,1.6022665501650862e+18,DeborahLago5,UNKWN,,,,,,
